rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,love dot,0.808,0.0,0.192,8
5,1,great item  im glad made purchas prime day,0.542,0.0,0.458,42
5,1,im still learn use  figur read kindl book real bonus,0.28,0.0,0.72,52
5,1,love one bedroom kitchen great drop famili around hous,0.506,0.128,0.366,54
5,1,far good  tech savvi im still tri figur easi set far easi use  lot app use  play fun,0.364,0.0,0.636,84
1,0,echo dot respond us arent even talk ive unplug feel like  us,0.185,0.0,0.815,60
1,0,connect phone playlist ,0.0,0.0,1.0,23
5,1,put awhil final got around buy  home wife legal blind cannot use comput godsend  amazon music listen music check weather get phone number make call etc etc still learn tell absolut amaz purchas  extend famili grandchildren absolut love play music alexa wifi direct cabl capabl speakerstereo option choos well worth money wont regret,0.286,0.086,0.628,332
5,1,perfect  fast shipment packag  work intend,0.425,0.0,0.575,42
3,1,alexa seem get dumber less use time,0.0,0.294,0.706,35
5,1,love,1.0,0.0,0.0,4
5,1,im addict thing,0.0,0.0,1.0,15
4,1,love dot hope add coupl around apart reason didnt give  star wish speaker would littl better know amazon probabl want keep cost item realli like play music around apart busi thing would ad speaker littl wattag bass respons would someth great put bathroom kitchen might lot space full size echo would will pay   dollar better speaker oh well still love im go find bluetooth speaker sound good doesnt take whole lot space,0.356,0.038,0.606,419
5,1,far alli say love,0.583,0.0,0.417,17
5,1,love dot  easi use  two plus echo spot  one favorit featur abil listen music  amazon iheart radio pandora,0.269,0.0,0.731,105
5,1,great play music throughout hous great easili fit decor home,0.686,0.0,0.314,60
5,1,im obsess alexa tell weather everi morn play game love guess song one one upstair turn tv downstair cool walk stair alexa,0.308,0.069,0.623,121
3,1,work well disappoint speaker qualiti hook old comput speaker,0.178,0.229,0.593,60
5,1,easi setup easi use work smart product alway learn,0.252,0.0,0.748,50
5,1,much fun  easi use even four year old love talk alexa,0.455,0.0,0.545,53
5,1,love new echo dot right main use play music night get job done,0.375,0.0,0.625,62
5,1,love thing wish would gotten sooner certain want go set lock kid great addit even unexpect thing like help kid homework load skill happi purchas especi sinc got prime day almost half price,0.43,0.0,0.57,188
5,1,super easi hook program use music featur love set remind phone echo remind set time it great news updat,0.433,0.0,0.567,103
5,1,work like dot,0.556,0.0,0.444,13
5,1,set simpl recogn voic well seam intuit enjoy eas use,0.398,0.0,0.602,52
2,0,negat product terribl sound qualiti  massiv differ alexa  us big reason want purchas thiswon't buy anoth speaker sound qualiti improv,0.064,0.0,0.936,133
3,1,hope cord white also otherwis fine,0.54,0.0,0.46,34
5,1,like abil multipl differ thing like creat list set alarm play song think much wish sound could tad louder,0.381,0.091,0.528,105
5,1,soon im still learn,0.0,0.0,1.0,19
4,1,enjoy still learn command  ran one frustrat issu  user friend tri set voic recognit household,0.33,0.0,0.67,93
5,1,love option u play music everywher hous multipl devic,0.485,0.0,0.515,53
5,1,work great,0.804,0.0,0.196,10
4,1,like almost everyth,0.556,0.0,0.444,19
5,1,amaz help becom better organ give traffic updat weather updat help maintain good fast morn routin,0.483,0.0,0.517,97
4,1,kid love alexa skill amaz would like see get littl smarter answer basic question,0.469,0.0,0.531,80
5,1,great definit get littl old  cant realli regret love hook speaker via bluetooth wake smith,0.295,0.154,0.55,90
5,1,love ad upstair bedroom,0.583,0.0,0.417,23
5,1,got love alexa everyth around hous,0.457,0.0,0.543,34
5,1,work great easi set,0.577,0.0,0.423,19
5,1, echo devic easi set work perfect,0.425,0.0,0.575,33
5,1,easi set start use work advertis,0.0,0.0,1.0,32
5,1, ,0.0,0.0,0.0,1
5,1,love littl dot don't know origin larger alexa dot cannot pleas dot capabl,0.259,0.0,0.741,73
5,1,realli like,0.714,0.0,0.286,11
5,1,work expect fourth one son love room easi set alarm play music,0.367,0.133,0.5,62
5,1,love,1.0,0.0,0.0,4
5,1,dislik volum sound loud enough,0.0,0.0,1.0,30
5,1,love alexa   gave one gift huge hit,0.701,0.0,0.299,35
5,1,expect,0.0,0.0,1.0,6
1,0,didn't order,0.0,0.0,1.0,12
5,1,love technolog im older easi set use dot bedroom use everyth use echo live room,0.231,0.0,0.769,79
5,1,use  dot bought husband would abl contact someon fall doesnt access phone,0.0,0.0,1.0,73
5,1,amaz product still learnimg thing,0.0,0.0,1.0,33
5,1,expect,0.0,0.0,1.0,6
1,0,product sound emoji speaker five sister  even one bluetooth doesn't need plug good thing speak,0.0,0.147,0.853,94
5,1,friend,1.0,0.0,0.0,6
5,1,it easier thing,0.583,0.0,0.417,15
4,1,good devic,0.744,0.0,0.256,10
4,1,overal love command arent effect may part user error alexa becom accustom ask,0.235,0.151,0.615,77
5,1,addit alexa base devic make access better part  home rather tri shout question instruct hous lol wouldnt without alexa varieti function perform,0.222,0.0,0.778,143
5,1,work great love fact play music group devic,0.682,0.0,0.318,43
5,1,love thought would  im addict,0.512,0.0,0.488,29
5,1,work beauti excel sound,0.5,0.0,0.5,23
5,1,still learn everyth  good room  volum pretti good without addit speaker,0.392,0.0,0.608,71
5,1,neat tool enjoy famili,0.756,0.0,0.244,22
5,1,easi connect skill creat echo  gen work fine dot,0.184,0.0,0.816,48
5,1,live alon best companion,0.583,0.0,0.417,24
5,1,easi set connect smart devic need,0.351,0.0,0.649,33
5,1,love person prefer spotifi music it great abl set default there day goe without music home also reason got keep pup calm leav tell alexa play classic music jazz work wonder he lot calmer doesn't bark lock door start walk away it must,0.29,0.0,0.71,233
5,1,love  work great  alexa still problem  get better everi day  im expert think sound qualiti fine  perfect good,0.589,0.081,0.33,109
5,1, second echo purchas  price cheap  im serious think buy   use  everyth  next best thing internet  ,0.227,0.07,0.703,98
5,1,love bought one daughter one,0.512,0.0,0.488,28
3,1, ,0.0,0.0,0.0,1
5,1,loud thought go,0.0,0.0,1.0,15
5,1,enjoy still discov new use,0.444,0.0,0.556,26
5,1,abl add speaker plus take deck outsid love big alexia bedroom,0.296,0.0,0.704,61
5,1,excel devic  work great problem concern,0.555,0.211,0.234,39
4,1,pretti fun nice speaker respond question doesnt understand command time,0.433,0.0,0.567,71
5,1, ,0.0,0.0,0.0,1
5,1,like hand free oper vs tap use control smart plug,0.661,0.0,0.339,49
3,1,dislik confus request time,0.0,0.0,1.0,26
4,1, ,0.0,0.0,0.0,1
5,1,love alexa actual  throughout hous favorit function list great time manag cours music,0.43,0.0,0.57,85
4,1,product easi use entertain  yet hook tv light look forward,0.204,0.0,0.796,58
5,1, ,0.0,0.0,0.0,1
4,1,work great speaker good music need get bluetooth speaker,0.5,0.0,0.5,56
5,1,outstand product  easi use  work great,0.451,0.0,0.549,38
4,1,six throughout home great  time music talk happen random may sensit listen  option chang name engag command   littl annoy  color black white would also good thing,0.213,0.088,0.699,162
5,1,use product music it great,0.506,0.0,0.494,26
5,1,easi setup use,0.0,0.0,1.0,14
5,1,work great,0.804,0.0,0.196,10
4,1,like alexa devic hous sale price amazon prime day tempt,0.344,0.0,0.656,55
5,1,phenomen,0.0,0.0,1.0,8
5,1,love exact say,0.677,0.0,0.323,14
4,1,use control smart home devic work great,0.576,0.0,0.424,39
5,1,conveni,0.0,0.0,1.0,7
5,1,est producto llegó la semana se quedó sin olor perdió toda su escencia huel solo alcohol,0.0,0.194,0.806,88
5,1,easi set readi use minut,0.0,0.0,1.0,24
4,1,barri,0.0,0.0,1.0,5
3,1, ,0.0,0.0,0.0,1
4,1,three year old love  good basic household task  go add smart outlet bulb,0.495,0.0,0.505,72
5,1,awesom devic wish bought one age ago,0.31,0.0,0.69,36
5,1,love,1.0,0.0,0.0,4
5,1,perfect kid adult everyon,0.552,0.0,0.448,25
5,1,listen music search locat check time look weather mani task learn simpl set,0.0,0.0,1.0,75
5,1,love thing run entir home tv light thermostat front door dead bolt camera love listen npr thing well worth valu realli shine stat ad smart devic control entir home like right star trek name mine comput get feel amaz devic smart system,0.346,0.073,0.58,234
5,1,complaint sound qualiti isnt great most use command though anoth dot hook stereo system play music coupl friend dot dont mind audio qualiti your bother kind thing id go full size echo make sure hook larger speaker,0.23,0.16,0.61,213
4,1,good,1.0,0.0,0.0,4
5,1,nice littl unit  issu,0.483,0.0,0.517,21
5,1,echo dot easi set use help provid music etc small space look,0.197,0.0,0.803,60
5,1,set play home theater system fat use weather forecast cook timer realli enjoy music,0.318,0.0,0.682,83
5,1,small devic kid like ask question handi friend interact,0.449,0.0,0.551,55
5,1,beyond awesom,0.0,0.0,1.0,13
5,1,like respond everi time easi set  im still learn may like better speaker,0.441,0.0,0.559,72
5,1,famili love,0.808,0.0,0.192,11
5,1, ,0.0,0.0,0.0,1
4,1,like connect bluetooth without adapt like googl reason  star volum level without extern speaker easi use,0.134,0.113,0.752,104
5,1,echo great home   voic rang ask question say command turn light favorit play music though hous,0.317,0.0,0.683,94
5,1,love  time gift  friend,0.912,0.0,0.088,23
5,1,fantast product use smart home hub play music speaker main customiz routin nice easi program,0.397,0.0,0.603,92
5,1,great,1.0,0.0,0.0,5
1,0,quit disappoint productther clear bug half time ask newsflash two second start whole thing stop reboot coupl minut goe ask play radio also mani time get confus ask switch   item also name true clear ai natur languag beta stage still impress,0.255,0.094,0.651,240
5,1,love thing work great kid love,0.806,0.0,0.194,30
5,1,love make simpl thing life simpler,0.457,0.0,0.543,34
5,1,realli enjoy mani differ featur alexa especi listen music audio book,0.242,0.0,0.758,68
5,1,echo dot wonder invent love alexa smart,0.58,0.0,0.42,39
5,1,alarm music inform weather,0.0,0.444,0.556,26
5,1,love help,1.0,0.0,0.0,9
5,1,good it pretti low,0.414,0.3,0.286,18
5,1,alarm calendar remind,0.0,0.545,0.455,21
5,1,echo dot two week fun set morn alarm check weather alexa play various music bought inexpens speaker connect better sound im learn skill littl tricki connect wifi initi trial error connect stay connect far super satisfi buy one mother one offic,0.238,0.097,0.665,243
5,1,complet love absolut everyth amaz great,0.675,0.0,0.325,39
2,0,nope still lot improv thing ask say hmmmm dont know,0.0,0.0,1.0,51
3,1,speaker could better,0.592,0.0,0.408,20
5,1,love,1.0,0.0,0.0,4
5,1, dot love,0.808,0.0,0.192,9
5,1,work like one,0.556,0.0,0.444,13
5,1,love new alexa work great far,0.675,0.0,0.325,29
4,1,bought echo dot sale prime day excit came next day set immedi everyth work perfect fine set easi straight forward realli appreci terribl technolog reason satisfi purchas fact cant use echo dot  minut without disconnect internet connect   wifi link neither work frustrat get use echo dot realli wish could one problem solut pleas let know,0.161,0.043,0.796,337
5,1,got dad father day  tickl,0.0,0.0,1.0,25
5,1,nice product,0.737,0.0,0.263,12
5,1,love echo love play music room,0.783,0.0,0.217,30
5,1,still get use alexa think shes keeper,0.0,0.0,1.0,37
4,1,work good part ask question say doesn't know thought suppos know everyth,0.209,0.0,0.791,72
5,1,new best friend ,0.881,0.0,0.119,16
5,1,absolut love,0.808,0.0,0.192,12
4,1,like link two room home,0.385,0.0,0.615,23
5,1,love alexa rock,0.677,0.0,0.323,15
4,1,troubl echo dot first got internet connect issu research onlin saw peopl troubl  generat echo dot howev weekend took trip brought echo dot along hotel seem work fine back home internet connect seem gotten littl rough patch havent problem sinc connect issu echo dot probabl internet devic,0.083,0.0,0.917,287
5,1,small size work great sunroom,0.506,0.0,0.494,29
4,1,like it hel certain thong support amazon,0.75,0.0,0.25,40
1,0,reach amazon devic want sync phone number would allow said number alreadi use  custom servic couldnt help basic told contact sprint assist  echo bare minimum without access phone set kind pointless pay,0.31,0.095,0.595,201
3,1,won't work blue tooth speaker tvit connect won't work,0.0,0.0,1.0,53
4,1,ive got use coupl week go hospit good time short time use fun tri use alexa,0.307,0.0,0.693,75
5,1,impuls buy turn realli enjoy new dot grand love request song play game like listen audibl select keep list discov new alexa skill fun practic echo dot surpris welcom addit home,0.427,0.0,0.573,176
5,1,great product great price,0.804,0.0,0.196,25
4,1,son love echo dot,0.583,0.0,0.417,17
5,1,love  great bathroom listen news shower  listen cnn live serius sm,0.48,0.0,0.52,66
5,1,like alot connect play pandora ask weather  time everi morn got rid old fashion digitol clock music play unlimit im go ask vacat thing get comfort definit worth money,0.328,0.0,0.672,166
4,1,play music request,0.545,0.0,0.455,18
1,0,didnt like almost everytim ask alexa question would say dont know havent learn,0.0,0.15,0.85,78
4,1,luv  great product,0.672,0.0,0.328,18
5,1,say well i'm  paranoid person  year got hook idea cloud base home control yes love echo stuff creat isol vlan home network run devic includ cheap one requir sign question websit download app car peopl  enter wifi password site that vet locat app ask good thing tri stay devic  work direct alexa hub thirdparti app amazon control type devic  sensit inform handl,0.19,0.028,0.782,360
5,1,great product,0.804,0.0,0.196,13
5,1,help play music set alarm talk lone,0.405,0.357,0.238,35
5,1,easi set control kasa smart plug problem  even kid figur stuff would ask alexa like tell joke sing alexa app control custom spark plug cloud cam,0.282,0.082,0.636,144
4,1,love alexa around hous favorit featur timer alarm music especi librari sleep sound got product gift kid love great read time time  minut itth thing realli dont like plug outlet function if and but get minor inconveni move room room purchas lol,0.259,0.063,0.678,243
5,1,alarmb time stori univers,0.0,0.0,1.0,25
5,1,love alexa,0.808,0.0,0.192,10
5,1,easi set,0.0,0.0,1.0,8
5,1, ,0.0,0.0,0.0,1
5,1,work better anticip thing awesom,0.42,0.0,0.58,32
5,1,great product,0.804,0.0,0.196,13
5,1,realli like,0.714,0.0,0.286,11
5,1,like respond comand great product,0.688,0.0,0.312,33
1,0,volum low,0.0,0.677,0.323,9
5,1,far like although probabl use full capas,0.294,0.0,0.706,40
5,1,new best friend im littl behind time ive never anyth like anoth alexa googl home super amaz use tool use play sleep sound sleep use amazon audibl book set alarm remind receiv notif play game tell short stori lol pretti fun know peopl complain speaker im sure im sure open concept hous want blast music might blast around loud enough rent room bedroom perfect dont problem speaker love everyth,0.364,0.106,0.53,392
